"","text"
"544","inazuvma convomf ya bisa smt kemaren kuliah masih hybrid ditambah mbkm online jadi bisa disambi walau kelabakan"
"545","penolakan ruu ketahanan keluarga wujud sekulerisme yang nyata oleh ummu farah narasumber kuliah online majelis cinta quran bekasi bersama perjuangan khilafah  kovn "
"546","online mulu jadi males kuliah njir"
"547","s aku udh keong bangettttt gara gara sibuk kuliah hari ini ada online konser lagii kah atau bisa nntn online gituu huaaa kasiii tau please "
"548","hari ini pakai baju pink pakai eyeshadow pink case hp pink semua pink padahal cuma kuliah online "
"549","haiii ka aku bukan sender tapi aku juga punya interest yg sama nih sama kakanya boleh kita mutualan ka aku dom tangerang kuliah di kebayoran itu juga online"
"550","fwbess pas sama temen kerja yg ketemu langsung sih engga tp sama temen kuliah yg ketemu online via zoom malah canggung parah wkwkwk untung bisa offcam dan offmic"
"551","pertama kali nya gua jadi pj matkul kuliah online gini sumpahh emosi bgt cuyy"
"552","hal yg paling bkg ilang mood kuliah itu klo dosen tbtb ngubah info yg tadinya dari kemaren kse info bilang kuliah online tbtb pas so dpe jam kuliah baru bilang offline"
"553","renbuzzz ehhh btw aku kuliah di ut sih hehe aku beneran belajarrr keras buat ngerti akuntansi mungkin karna aku kuliahnya online kali ya jd kayak kerasa bgt susahnya gituu"
"554","nananotyou fk kuliah online sulit ya apa yg mau dipraktekin "
"555","gilaaa senin yg biasanya full kuliah sampe sore ini jam udah selesai rus online juga indahnya senin"
"556","pagi ini aku kuliah online krn lagi ramai covid lagi relain bangun terus mandi biar segeran padahal dulu kalo online zoom gapernah mandi pasti kamu seneng deh aku rajin gini hehe"
"557","kuliah online tuh enak ga enak "
"558","hari ini w ada kuliah pagi udah buru di tangga w ngebut sampe jatoh x bgst pas masuk kelas ternyata online rasanya kon"
"559","collegemenfess yaudah kamu ke kampus aja ke perpusnya kuliah online di sana biar nggak sia itu duitnya"
"560","ndes ada yg punya bisnis online gitu ga kalo ada minta tolong reply di bawah kalo diijinkan aku pgn wawancara buat tugas kuliah makasih"
"561","ilmu negara kelas b ini hari dtiadakan kuliah pengganti secara daring selasa wib link akan dibagikan via eldiru"
"562","collegemenfess aku dapatnya dari isi survei online di internet nderr bisa dikerjain kapan ajaa tanpa ganggu waktu kuliah "
"563","woee ini gimana laptop gue gak bisa dinyalain minggu ini kuliah gue daring "
"564","engga bcs kuliah ny online "
"565","ni kuliah boleh online lagi aja ngga siii mager masuk pagi banget ngantornya"
"566","tiap senin pagi dighosting asdos dan dosen hukum kl kuliah daring atau luring gue gak ngerti dah kenapa"
"567","wangiduittt tp klo kuliah online jg males "
"568","udah mandi amp rapih tiba kuliah online"
"569","siapa yang jam pagi udah siap mandi make up ternyata kuliah daring anjing ya gw lah saah baca info mksi"
"570","kenapa kuliah gak online terus sih zzzzz"
"571","illvsomina worksfess haiii ka aku bukan sender tapi aku juga punya interest yg sama nih sama kakanya boleh kita mutualan ka aku dom tangerang kuliah di kebayoran itu juga online"
"572","ya allah mau nangis baru tadi pusing mikirin mau kuliah atau nggga karna perut sakit banget selang beberapa menit dosennya ngabarin kuliah online"
"573","pinjaman online perhatian khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan memiliki kemudahan dalam memberikan permodalan kepada masyarakat proses mudah amp cepat "
"574","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"575","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"576","butuh pinjaman aman terpercaya ajukan hari ini proses hari ini juga khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan memiliki kemudahan dalam memberikan permodalan kepada masyarakat proses mudah amp cepat "
"577","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"578","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"579","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"580","udh beberapa minggu kuliah online krn dosen gabisa trs tibatiba temen gw bilang gue ngeri bego anjir iya juga ya jadi kepikiran"
"581","btw waktu online prioritas dia cuma game kuliah yg penting absen tapi sekarang beneran  berubah sikap dan cara berpikirnya"
"582"," tahun kuliah onlinedari rumah pas ketemu temanteman eh wisuda semuami cuma bisa menyicip ampas masa kuliah yang katanya seru ituu"
"583","berharap bsk kuliah online krna aku lg gmau ngampus"
"584","jadi inget jaman kuliah online deh baru keluar kosan jam sore buat nyari makan wkwkwk terus kitu weh muter tiap hari untung gak tipes "
"585","dok ada yg mau jadi temen online aku gakkkk kita saling sambat tentang kuliah tentang blok atau modul tentang harihari curhatin apapun tapi saling anonim asik ga sih"
"586","convomf biaya operasional kuliah kek buat ngeprint fotkop karton dll beli printer nder biar lebih gampang trs uang transportasi kl gapunya kendaraam sendiri buat pergi ya siapin buat online tp kl punya ya anggarin buat bensin dan biaya servis gt"
"587","semester ngerasa ini oh ya wajar transisi dari sma ke kuliah semester ngerasa ini ah jenuh krn online kali ya semester awal perdana offline wajar kl perlu waktu adaptasi and now ive run out of excuses"
"588","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"589","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"590","pls besok kuliah online aja "
"591","mau share foto wisudaan kakness  btw kak agnes ini salah satu org yg bisa deket dan gua percaya pas kuliah daring dulu gua ga pernah sembarangan mau deket sama orang tapi kak agnes bener definisi kating yang ga sombong baik seru abis dan selalu ngasih advices yg berguna "
"592","senjatanuklir ckpbgtsi abis lulus kuliah amp kerja setahun atau tahun mending langsung nikah terus kasih kami ponakan online deh rei biar kontennya makin uwu kayak sekala anaknya ayudia bin slamet amp ari kingking anaknya risa saraswati"
"593","collegemenfess iyah tambah culture shock aku selama kuliah tuh perpus gak boleh dikunjungi selama waktu istirahat sedangkan perpusnas cuma buka sampe jam setengah jadi lebih sering nyari referensi online kadang juga bingung cari tempat ngerjain tugas karena dirumah kurang kondusif"
"594","kdramamenfess pokoknya kl nonton ini jgn diskip ya nder ditinggal ke wc apalagi sambil kuliah online beneran cepet per adegannya soalnya dan banyak detil yg hrs diperhatiin soalnya tokohnya banyak  semangat nder"
"595","mau nanya dong ada tidak kampus negri untuk program studi s tapi kuliah online malam kalau ada ingfo dong"
"596","tanyarlfes kali an ganti judul sidang usulan penelitian ngulang ganti judul lg dari awal bgt sidang up lagi kelewat sidang karena salah daftar dari link online nunggu lama sidang up sidang kompre sidang akhir revisi trosskuliah hampir taun ini gmn q udh g selera buat lanjut"
"597","another testimoni tutor les online akuntansi tags testi testimoni les bimbel bimbingan akuntansi kuliah matkul akun ak tutor joki tugas open need jasa "
"598"," pengantar mikroekonomika tags testi testimoni les bimbel bimbingan akuntansi kuliah matkul akun ak tutor joki tugas open need butuh online jasa "
"599","binus kalian yang binus online learning punya pengalaman kerja kelompok tapi anggota kalian ada yang gapernah nongol dengan alesan sibuk kerja kalian sikapinnya gimana ya tau dia kerja tapi masa kuliah gaada tanggung jawabnya sama tugas kuliah"
"600","cm toko daring yang jual tas ransel buat kuliah yang bagus apa ya cowo ya"
"601","draftanakunpad mungkin karena gamau ribet politik sama efek pandemi kuliah online sih jadinya udah pada ngerasa nyaman sendirian"
"602","anjay rabu kamis libur jumat online selasa kayanya jg online kayakk wow enak bgt kl kuliah bgini trss"
"603","soal makin sulit msk ptnpengen kuliah di ptn favourite ikuti try out smbptn juni digbk dptkan tiketnya digeraidaftar online "
"604","worksfess semangat senderr aku masih kuliah sambil kuliah aku cobacoba buat kerjain apapun kerjaan dr online biar dapat tambahan jajan dari affiliateaplikasi dll apapun dicoba btw buat tmn tmn barangkali ada yg butuh info buat dpt cuan online bole mampir "
"605","kuliah kebanyakan daring minggu ini kl rumah gw ga sejauh itu balik kampung dah gweeeee"
"606"," kayanya gara mereka udah mulai temenan dan meet up waktu kuliah masih online sedangkan aku baru mulai temenan pas perkuliahan offline haha "
"607","ini kuliah daring seminggu weyy plis gasuka sama daring karena ga bisa ketemu tementemen"
"608","halah besok ga jadi kuliah online"
"609","stiap memiliki niat untuk kuliah offline ehh malah suru online hisss"
"610","tumben kuliah online bsk"
"611","serius ya ini indosat jaringannya lancar dan murah meriah cocok buat yang masih wfh atau kuliah online "
"612","oh gini rasanya yg satu ngerjain tugas kuliah satunya lagi ibadah online ifumienak latepost "
"613","sayang hari ini beneran ga jadi nonton svt dan dream yang concert online nya karena sibuk kuliah online di hari weekend  "
"614","itu tuh akibatnya ngamar mulu lah emang mau kemana coba kuliah gua jg online aneh bgt pemikiran ortu gua kecuali situ ksh gua duit dah hampir tiap hari gua jg mau jalan keluar drpd stres di rumah mulu"
"615","indihomecare internet sy sangat lambat dari sejak pagi youtube mutar sy kasih kuliah online beberala kali terputus  "
"616","kuliah online tahun benerbener bikin base ilmu gua ancurrrrr skrg kalo kuliah jadi hah hoh hah hoh krn basenya ga kuat"
"617","tmi hari ini kuliah online jam pagi berak sambil kuliah ketiduran bangun jam ditelpon emakk masak buat x makan makan sambil nonton drakor tidur kebangun jam scroll tikktok makan sambil nonton drakor galauin tugas"
"618","cm minta saran dong laptopku yang sekarang ini prosesornya celeron tapi aku pengen ikut pelatihan kaya uiux desain gitu itu laptopnya bakal kuat ga ya atau mending upgrade laptop aja tapi aku juga butuh tab buat penunjang kuliah karena masi online sedangkan budgetnya cont"
"619","pengumuman matakuliah yang diampu bapak a totok senin november etika bisnis dan profesi kelas g kuliah dilaksanakan secara online"
"620","aku butuh kuliah daring lagi help"
"621","bebeydutt okeeeh nanti aku kabarin ya smg kuliah online"
"622","selama kuliah online aku jd ngerasa sendiriian belajar jg sendiri gaada yg nyemangatin ada yg mau mutualan sm aku entar kita saling semangatin gapyear semi gap atau yg lain juga boleh ambisverse studytwt studyacc"
"623","rekomendasi blouse korea wanita untuk main kuliah kerja "
"624","sebagai professional failure yang sekarang lagi s walaupun online sambil kerja rasanya banyak banget nasehat yang pengen gue sampein ke gue jaman kuliah dulu yang molor ampe x waktu orang biasa kuliah baru kelar notes to my old self as a student"
"625","worksfess dm me buat sendernya posisi di bekasi serinh ketemu sama temen kampus online kerja biasa tapi kuliah dari rumah kurang lebih bisa jadi temen wira wiri gajelas "
"626","worksfess temenan online sama aku yuk soalnya aku jauh di sulsel kadang pengen cari temen yang bisa di percaya buat curhat dll aku masih kuliah suka baca bukunovel tapi akhirakhir ini jarang sih suka nonton seriesdrama"
"627","kalo yg dibaca sepotong dan cuma ambil mana yg mendukung opini pribadi apalagi kamu udh kuliah coba lagi deh belajar biasanya yg begini kebawa karna kebiasaan yaa kalo cuma komen online yaudah lah cincai tapi kalo sampe dibawa buat risettugas ancyur juga ya bun"
"628","masih ada hari lagi untuk kuliah sambil kerja segera lakukan pendaftaran online lewat link di bio kami saatnya untuk mengembangkan karir dengan kuliah sambil kerja "
"629","besok kuliah online "
"630","besok kuliah online ternyata huhuhu tp aku udh booking tiket pulang "
"631","link pendaftaran "
"632"," guys ada ngga kerjaan part time atau freelance online yg waktunya bebas ga terikat gitu krn aku bingung nyesuaiin jadwal kerja sm kuliah yg ganentu gini pls infonya yaa tia"
"633","kuliah daring "
"634","drop ndeer lowongan kerja online untuk anak kuliah semester yang ga terlalu menguras tenaga harus halal ya nder"
"635","senen kelas cuma pulangnya nongkrong seharian selasa kelas cuma itu pun daring selesai kelas nongkrong lagi sambil ngerjain tugas nah rabu ama kamis baru kuliah itu juga biasa aja ga cape bgt jumat juga cuma satu kelas trus sabtu minggu free dah ngebangke di kos an"
"636","halo lagi need rent sewa zoom premium buat sempro semhas sidang kuliah online atau event lainnya sabiii bangett yuk langsung wa dibio dm suka gaada notif soalnya acaranya masih lama tapi mau nanyea nanyea dulu bolehhhh wa aja lah pokoknya thank youuu zonauang zonaba "
"637","bisnis sambil kuliah sekolah ngantorbisa kojadi online shop produk kami pin fda wa "
"638","gak mimpi kuliah di ptn ikuti try out smbptn juni digbk dptkan tiketnya digeraidaftar online "
"639","bisnis sambil kuliah sekolah ngantorbisa kojadi online shop produk kami pin fda wa "
"640","bisnis sambil kuliah sekolah ngantorbisa kojadi online shop produk kami pin fda wa "
"641","gue males banget berangkat ke kos ntar soalnya suka bakekok dosen ngabarin kalo senin kuliah online"
"642","soal makin sulit msk ptnpengen kuliah di ptn favourite ikuti try out smbptn juni digbk dptkan tiketnya digeraidaftar online "
"643","info kerja online buat sampingan kuliah ada tidak"
"644","mailblessyotrap kuliah online"
"645","bisnis sambil sekolah kuliah atau ngantor bisa kok jadi online shop prodak kami pindcd wa "
"646","iekassembuh schfess bener tomkins keknya sepatu terawet wkwkw aku pake dari smp kelas sampe kuliah udah mau selesai semester aja masih awet tapi mungkin karena pas kelas sama ga pernah dipake sih kan online tapi tetep aja kulitnya gada rontok gitu"
"647","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"648","gw kuliah masih ada sesi online pagi bimbingan online pagi sesi offline juga pagi gw kuliah cari ilmu nyari gelar woy bukan cari perhatian ke lu semua seakan akan kayak nihhh gw kuliah nih sibuk gila kan gw orang katro semua tahi"
"649","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"650","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"651","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"652","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"653","pengen kuliah di ptn favourite ikuti try out smbptn juni digbk dptkan tiketnya digeraidaftar online "
"654","pinjaman online perhatian khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan memiliki kemudahan dalam memberikan permodalan kepada masyarakat proses mudah amp cepat "
"655","pinjaman online perhatian khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan memiliki kemudahan dalam memberikan permodalan kepada masyarakat proses mudah amp cepat "
"656","pengen kuliah online lagi "
"657","minggu ini tuh bener yg astagfirullah lelaaaaaahhhh bgt pdhl doing nothing cuma kerja dan full kuliah online tidur selalu dibawah jam yg biasanya jam pagi menolak diajak nongkrong sm anak kantor ataupun kampus tubuh gue ternyata mulai jompo "
"658","rajapetra baru habis kuliah online"
"659","ada ga sih dari kalian yang masih sekolah tapi pingin kuliah dari rumah aja dan gamau ngerantau pilihan tepat dengan binus online learning yang bisa kamu akses dari mana aja tanpa batas jarak waktu dan usia pastinya"
"660","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"661","kuliah online soal konser bersama zuho"
"662","mahasiswa sekarang cepet banget ya adaptasinya dari kkn kuliah online yang emang bener bener ga paham sama banyaknya laporan mahasiswigenz"
"663","gen z udh berat lahir pas inflasi jaman sekolah uji coba ujian dua paket kuliah online skrng gw jd guru haduhh mahasiswigenz"
"664","kemarin ada kuliah online terus ada mhs yang namanya dipanggil dosen terus dia jawab lagi di wc  "
"665","gen z udh berat lahir pas inflasi jaman sekolah uji coba ujian dua paket kuliah online sekarang gw jd guru haduhh mahasiswigenz"
"666","tanyakanrl yang ga dibolehin ini itu wkwkwk sekarang gatau apaapa baru pas ngekos ini mulai interaksi lebih jauh sama temen kampus ikut nongkrong jadi mentor dll ga sekedar kuliahselesai kayak pas kuliah online dirumah"
"667","cm sender kuliah online mulu giliran uas offline semester emg lucu "
"668","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"669","pinjaman online perhatian khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan memiliki kemudahan dalam memberikan permodalan kepada masyarakat proses mudah amp cepat "
"670","butuh pinjaman aman terpercaya ajukan hari ini proses hari ini juga khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan memiliki kemudahan dalam memberikan permodalan kepada masyarakat proses mudah amp cepat"
"671","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"672","pov lg kuliah online trus ada yg on cam ternyata cakep bet wlopun pake masker ttp aja lu tau kl dia cakep "
"673","yaalloh yaalloh kuliah offline tahun sisanya online tiba uas offline uas duduk depan sendiri matkul gak nyantol blass gak open book soalnya uraian akuntansi sekelas gaada yang kenal mau pasrah itu ntr nilai aku gimna mau belajar itu ngebut banget tp harus sih kerja pula "
"674","aku berharapnya kuliah online aja tapi gak mungkin banget karena ada project buku temen se tim aku pada mau perfect dosen dosen nuntut produk presentasi juga nunggu ngeluh bolehlah ya kali kali mumpung lagi di titik yg rendah"
"675","hai gaiss mau tanya dong aku gabut kan lagi banyak waktu kosong kira kira ada ga yaa freelance online yg terjamin tapi masih aman buat anak kuliah pengen bgt nih  zonauang freelancepelajar"
"676","collegemenfess ada yang kuliah s full online jurusan fisikapendidikan fisika"
"677","tanyarlfes trs selama awal pandemi kakakku kuliah online kerjanya setiap hari kuliah rapat dll rapatnya bisa sampe mau subuh dan dia ngelakuin di meja komputer dia dengan kursi beroda itu waktu kuliah mulai offline dia pergi ke kampusnya di luar kota lantai atas otomatis kosong"
"678","askrlfess lagi kuliah subuh online tuh digrup wa"
"679","smp kls omo the ril ril prend di masa kelam susah bareng seneng bareng baik bet bwat gw yg waktu ith bejat ajwjsjsjs kls online anjim sma gmwuk nnti aja gw review pas udh kuliah"
"680","bayangin haechan jd anak geografi trs ada kelas online atau ketemu lgsg trs kt ngebor tanah brg omg kehidupann kuliah gua agaknya menjadi menyenangkan   untuk haechan "
"681","eggthanol itu mah seram aget aku kuliah malam cuma online"
"682","alhamdulillah seharian ini kaya dikasih istirahat maksain ttp berangkat kuliah pdhl radang demammm bgt trus dikabarin habis dzuhurlast matkul daring skrg yg harusnya presentasi besok jdnya cuma huhu "
"683","jennjuuu collegemenfess kita sama bgtt sama anak tengah paling selalu ada di rumah dan sekarang ngerantau kepikiran rumah juga kalau ditinggal gimana soalnya selama kuliah online di rumah aku yg bantu ngurusin kerjaan rumah karena ortu duanya kerja punya adek tapi anaknya mageran "
"684","tanyakanrl ni mksdnya gw mau dijodohin sm anak temennya ibu pas kuliah masih online kmrn tp yg bilang gtu kakaknya temennya ibu"
"685","bapak said enak kan kuliah online duit nya ga kepake buat beli bensin sm aj kata gue"
"686","cm aku numpang cerita yah selain kuliah aku di rumah juga nyambi jualan online kalian ada yang kisahnya mirip aku ga "
"687","selamat hari guru nasional stie cendekiabkarya utama semarang kelas karyawan akreditasi b biaya pendaftaran rp info pendaftaran wa jadwal kuliah kelas weekend kelas online programstudi manajemen akuntansi "
"688","cilacilalaaa remaja sekarang pada jompo krn jarang gerak kebanyakan duduk online buat kuliah mangkanya rentan sakit dan dibilang lemah padahal ya krn emang keadaannya aja lg pandemi skali olahraga yoga atau liat growwithjo deh cill sekaliiii aja cobain ntar ketagihan wkwkwk"
"689","nauismyname jangankan keluar rumah bales chat sampe bikin sw aja skrng udah jarang banget karena males ditanya pernah sekali bikin sw ada aja deh yg ngomen kuliah dimana mending gak usah online sekalian tapi untungnya fitur online skrng bisa dimatiin"
"690","nctmenfess gw pas kuliah online sering off cam dan gw kalau di rumah nggak berhijab jd kalau suruh oncam grusa grusu nyari kerudung atau nggak mukena "
"691","universitas nusa putra unp kembali mengadakan kuliah umum dengan mengusung tema konsep diri guru teacher self concept yang dilaksanakan secara offline dan online pada rabu kuliahumum kuliahumumpgsd nusaputrauniversity pgsd harigurunasional "
"692","kenapa ya dulu pas jaman gue kuliah online gak ada yang lucu kayak gini"
"693","work haloo disini ada yang kerja sambil kuliah di ut nggak aku masih bingung karna kerja ku seninjumat jam nah aku pengen full online sampe ke tap pilih sipas non ttm atau non sipas ya atau yg berkenan jelasin boleh jelasin di reply terimakasih"
"694","jan libur feb krsan marjun kuliah online juli libur agustus kuliah offline septemberoktober budak kepanitiaan november nyaris gila "
"695","pergaulan bebas di kalangan mahasiswa makin lama makin memprihatinkan tidak tanggungtanggung aksi mereka itu dilakukan di ruang publik baik saat masa kuliah luring maupun daring kapitalismeperusakgenerasi islamselamatkangenerasi pemudamuliadenganislam"
"696","nangis liat cowoku wisuda soalnya dlu aku kuliah tahun nangis jebule wisuda online"
"697","tidak tanggungtanggung aksi pergaulan bebas itu mereka lakukan di ruang publik baik saat masa kuliah luring maupun daring kapitalismeperusakgenerasi islamselamatkangenerasi pemudamuliadenganislam"
"698","aduh pr bgt si ajg mesti kuliah online mana kondangan sue "
"699","pergaulan bebas di kalangan mahasiswa makin lama makin memprihatinkan tidak tanggungtanggung aksi mereka itu dilakukan di ruang publik baik saat masa kuliah luring maupun daring live muslimah bicara kapitalismeperusakgenerasi islamselamatkangenerasi pemudamuliadenganislam"
"700","nyebelin itu ketika lu udah rapi mau otw kuliah eh taunya dosen bilang kita online aja "
"701","cm laper bgt di kosan adanya mi mending bikin apa engga tp hari rabu udh makan mi mo gofood mahal kek sayang bgt nasi uduk rb blm tambah ongkir kalo jalan keluar kosan jg jauh abisnya ini aku lg kuliah online "
"702"," guys jadi aku minggu ini lagi kuliah online kerjaan wfh trs kejer skripsi juga nah ada temen kos aku ini suka julid gara aku di kamar sedangkan dia business trip mulu aku sih diemin aja cuma risih dikatain atau disindir gara di kamar gmn biar dia diem ya"
"703","diethingy sedentari bisa dilihat dari seberapa banyak energi yg dikeluarkan biasanya dlm satuan mets kuliah cuma online atau cuma duduk di kelas seharian kerja mayoritas duduk itu sedentari sempatkan aktivitas bergerak paling tidak menit per hari ga harus berupa olahraga"
"704","aku ssk ra bakal teko nek ngasi rabine ro kui omonganku di th hahaha tenan anjir aku memilih jd bibik di rumah dg alasan ro my mom ono kuliah online"
"705","sial ternyata kuliah online kesel eum lumayan tapi gapapa deh karena sudah membuat progress yang positif"
"706","feblisaya haii ka febbb kebetulan aku jg mahasiswa kalo aku ikut freelance online biar ga ganggu wkt kuliah dan istirahat kerjaannya cukup balas chat aja for more info bisa cek di sini yaaaa semoga membantu "
"707","akhir taun akhir bulan masuk kerja sambil harus kuliah online saik bgt"
"708","collegemenfess rencana mau ambil s ilmu komputer related masih bercita jadi pengajar walopun dah bertahun di engineering adakah yg kuliah nya online akreditasi b keatas"
"709","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"710","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"711","perkembangan kuliah online "
"712","anntsja ndakk soalnya kuliah nya full online "
"713","collegemenfess berat tapi jujur kalo di kampung halaman aku ga akan berkembang bakalan gitugitu aja jadi orang kuliah online pas pandemi jadi saksinya bukannya kuliah malah si bom waktu meledak mending jauh terasa dekat karena sering bertukar kabar lewat vc atau doa ketimbang ada disekitar"
"714","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"715","gue anak arsi bisa kok bangun siang orang kuliah gue ada yang diganti workshop ada yang kosong sering online juga sering wkwk "
"716","nggak tau deh tapi gua yang sulung ini malah waktu kuliah online selalu ditanya kapan cabutnya "
"717","collegemenfess lah anak ekonomi tidurnya abis solat dhuha anak ekonomi yang kuliah daring dan kampusnya di luar indo maksutnya ges"
"718","ameliarishyyyy immortal aku hari bayar k daftar di aplikasinya online pilih jadwal bawa ktp kk sama surat keterangan kerja kalo kerja atau ktm kalo kuliah jaga jaga aja soalnya ribet ditanya tanya nya"
"719","np malem ini full lagu d solo tu mengembalikan vibes kuliah online "
"720","collegemenfess kuliah online ngah ngoh ngah ngoh pas offline tiba tiba suruh bikin judul"
"721","ws kalian waktu kuliah online team on cam atau off cam "
"722","heyitsvyo vitrava ket jaman kuliah online anjir"
"723","jaemin adalah aku kalau kuliah online  "
"724","butuh pinjaman aman terpercaya ajukan hari ini proses hari ini juga khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan memiliki kemudahan dalam memberikan permodalan kepada masyarakat proses mudah amp cepat "
"725","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"726","pinjaman online perhatian khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan memiliki kemudahan dalam memberikan permodalan kepada masyarakat proses mudah amp cepat "
"727","jaemin adalah aku pas kuliah online "
"728","butuh dana pinjaman proses mudah amp cepat cair khusus online butuh dana dana biaya sekolah dana biaya kuliah dana renovasi rumah dana modal usaha dana sampingan silahkan hubungi atau chat klik link whatsapp "
"729","nctzenbase bias gua emng cerminan diri gua satu tahun kuliah daring keknya keitung jari dah oncam nya alias offcam muluuu wkwk jaemin sini fist bump dulu kita samaan"
"730","jaemin nih kita banget yah kalo kuliah online matiin kamera "
"731","thinkaboutwy rilmint anak juga kena unbk smp unbk sma ganti sistem sbmptn sistem baru yang buru buru dibuat karena corona kuliah online terus ilmu gak masuk cuma bisa ketawa menjalani hidup"
"732","vibenya kek kuliah online ini nunggu aja debut aunya t "
"733","choocolava tpau karena yang ngajar di jkt kan apa sampe sekarang masih kuliah online"
"734","gambaran kalo haechan kuliah daring bablas mabar sampe pagi langsung kelas pagi wkwkwk "
"735","haechanunpad inisi gw pas lg kuliah ga pernah tau muka temen secara langsung karna online tp pas liat ada yg bening salfok sama dia "
"736","moonareas kuliah aku online"
"737","ayo kalian mahasiswa yang kayak lee haechan atau jaemin na kalo lagi kuliah online  "
"738","jaemin adalah aku saat kuliah online "
"739","adejanuart kayane aku kebalikanmu deh mas wkwk blm yg bonding sama tmn udah online gara angkatan koronce sbgn bsr dari s yg sama sedangkan aku org baru kampus di surabaya org jgj sendiri jd kuliah opo dewe warna warni sekali dunia ini"
"740","baru kali ini kuliah malem bikin nagih wkwkwk dosennya seru padahal daring ngelucunya teh pas banget sibapak "
